AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4
5.087633715560059e-05,0.0677525303812858,0.5315140632495922,-0.004553508350388079,0.2895917775122286,-0.019424974349751777,-0.004532807108408973,1.2305421024102496,-0.000669118448517957,0.15080904159921246,0.20115814553264172,0.0013417727802312637,0.013003858086445497,-0.005955935942683975
-0.0016035654811671987,-0.06826292265697466,0.6300554714610193,-0.004466075852124223,0.034706533460236805,-0.01926597790718671,-0.004431734989183054,1.1298825801617656,-0.005390839977817291,-0.18412902945673837,0.11227536633386631,-0.02532000468415543,0.010723268764451939,-0.00743598363593894
-0.0005018005392472696,-0.007778827488113277,0.6626893144401172,-0.003147730927322784,-0.12455793694009691,-0.020207726066994364,-0.004532807108408973,0.7042784836644265,-0.0066801043670235176,-0.3153770267661922,0.08702176333032725,0.04159582895193417,0.0076874193423179865,-0.006657250849641834
-0.00013215301801653478,0.1432838882506849,0.6846585028508807,-0.0032351634255866407,0.08251692028606583,-0.020522661328228668,-0.004431734989183054,0.729199044997806,-0.002598829108985437,0.06331037672624322,0.18853134403088345,0.18901977493140582,0.010345638714382079,-0.005567328548352493
-0.0010544774156501398,0.1432838882506849,0.5972083353905501,-0.0040271989980941595,0.2098043137833889,-0.01926597790718671,-0.004731063957659988,0.5786984000825184,-0.005390839977817291,0.31103386948349393,0.23928613438113902,0.20261205363874582,0.010723268764451939,-0.005256139033360395
-0.002891948589145401,-0.06826292265697466,0.42209470737849797,-0.0036757546423277967,0.14616061703474148,-0.019110039088517192,-0.005230593469988571,0.052434781336695185,-0.00882748304125245,-0.009415786285068976,0.16303015668414442,0.014934051487547478,0.007309789292247454,-0.006579832970302311
-0.003444625465548271,-0.1741838502941329,0.3455224875778537,-0.003939766499830303,0.08251692028606583,-0.019892790805760056,-0.0059283798315681695,0.0025936586699363186,-0.004746207783214369,-0.18412902945673837,-0.05261580621872626,-0.2801752304465662,0.005029199970253894,-0.008292134301575708
-0.0012375067708222751,-0.007778827488113277,0.30179740384767867,-0.005432976421159454,0.09835023020891245,-0.020363664885663883,-0.006425965649296209,-0.047736102454305804,-0.007538218652046604,-0.08214194929635533,-0.17962657426599898,-0.3604219528148254,0.0027486106482603355,-0.007980944786583611
-0.0010544774156501398,0.11318936284959609,0.25807232011750364,-0.006048432634428323,0.13032730711189486,-0.020051787248324845,-0.005629050863091058,-0.3731693151606438,-0.015051951050178555,-0.09691445115803822,-0.027362203215164686,-0.17274395066362708,0.0065471246813212074,-0.006579832970302311
-0.0010544774156501398,0.1282366255501472,0.26895026777720943,-0.005609555780398103,0.09835023020891245,-0.020522661328228668,-0.005329721894614035,-0.34824875382726433,-0.01225994018134632,-0.12589128173283995,0.23928613438113902,-0.06557406085585835,0.014144152747442277,-0.006034871819657639
