Date,DailyPrecipitation,DailyDewPointTemperature,DailyDryBulbTemperature,DailyRelativeHumidity,DailySeaLevelPressure,DailyStationPressure,DailyVisibility,DailyWetBulbTemperature,DailyWindDirection,DailyWindSpeed
1996-07-01,0.0,58.56521739130435,73.91304347826087,60.34782608695652,29.80727272727272,29.57521739130436,14.045652173913046,64.47826086956522,230.43478260869566,9.73913043478261
1996-07-02,0.0,58.68,71.32,66.04,29.757200000000008,29.52640000000001,13.916000000000002,63.6,187.3913043478261,7.08
1996-07-03,0.48,62.03846153846154,66.3076923076923,86.42307692307692,29.613461538461543,29.385416666666668,8.089999999999998,63.583333333333336,175.55555555555554,5.464285714285714
1996-07-04,1.08,59.958333333333336,63.125,90.125,29.624999999999996,29.39500000000001,6.605416666666667,61.375,305.8333333333333,10.416666666666666
1996-07-05,0,53.333333333333336,69.33333333333333,58.75,29.85208333333333,29.621250000000003,12.839166666666666,60.0,237.5,9.875
1996-07-06,0.08,54.416666666666664,66.95833333333333,65.5,29.900833333333342,29.67,13.253333333333336,59.833333333333336,204.16666666666666,8.958333333333334
1996-07-07,0.02,57.608695652173914,67.17391304347827,73.8695652173913,29.837826086956525,29.60739130434783,12.31695652173913,61.34782608695652,90.0,3.5652173913043477
1996-07-08,0.0,61.23076923076923,70.6923076923077,73.46153846153847,29.629999999999995,29.398400000000002,7.648076923076922,64.84,205.76923076923077,9.038461538461538
1996-07-09,0.03,56.833333333333336,67.29166666666667,70.83333333333333,29.650833333333335,29.42083333333333,13.667500000000002,61.041666666666664,211.30434782608697,9.25
1996-07-10,0.0,53.43478260869565,62.21739130434783,74.52173913043478,29.923478260869565,29.690434782608694,14.045652173913046,57.21739130434783,244.7826086956522,10.695652173913043
1996-07-11,0.0,52.68,66.28,63.76,30.18080000000001,29.940800000000003,14.910000000000007,58.44,224.76190476190476,9.6
1996-07-12,0,57.458333333333336,71.29166666666667,63.708333333333336,30.195000000000004,29.95391304347826,13.84875,62.869565217391305,115.45454545454545,3.5
1996-07-13,0.0,63.88,70.04,81.12,29.931999999999988,29.69333333333334,11.013599999999999,66.20833333333333,44.0,4.72
1996-07-14,0.4,66.62962962962963,73.0,82.03703703703704,29.89555555555556,29.664166666666674,11.296666666666667,68.45833333333333,66.29629629629629,4.0
1996-07-15,1.04,67.88461538461539,70.38461538461539,91.61538461538461,29.81916666666667,29.589130434782607,4.704230769230767,68.52173913043478,88.46153846153847,5.3076923076923075
1996-07-16,0.56,63.166666666666664,68.66666666666667,83.86666666666666,29.914999999999996,29.68240000000001,6.886451612903224,65.12,226.55172413793105,9.741935483870968
1996-07-17,0.0,61.583333333333336,73.20833333333333,68.41666666666667,30.034583333333327,29.800416666666667,13.874583333333335,65.83333333333333,218.63636363636363,9.333333333333334
1996-07-18,0.0,63.958333333333336,74.29166666666667,72.375,30.00416666666666,29.77083333333333,13.253333333333332,67.54166666666667,161.25,5.875
1996-07-19,0.57,63.72,69.56,82.92,29.574444444444453,29.362499999999997,7.6760714285714275,65.79166666666667,241.92307692307693,11.178571428571429
1996-07-20,0.0,47.75,66.75,53.375,29.72208333333334,29.49208333333333,13.460416666666667,56.208333333333336,282.5,16.833333333333332
1996-07-21,0.0,49.916666666666664,68.5,54.958333333333336,29.872916666666665,29.641250000000003,13.460416666666667,58.208333333333336,225.41666666666666,10.041666666666666
1996-07-22,0.0,55.916666666666664,68.95833333333333,67.29166666666667,29.921249999999997,29.689999999999994,13.874583333333335,61.125,105.65217391304348,4.666666666666667
1996-07-23,0.0,59.375,67.95833333333333,75.375,29.867500000000003,29.63541666666666,11.389583333333333,62.5,132.38095238095238,4.291666666666667
1996-07-24,0,61.583333333333336,72.95833333333333,69.58333333333333,29.934166666666655,29.702499999999997,11.224166666666667,65.83333333333333,112.08333333333333,4.166666666666667
1996-07-25,0.03,63.25,71.58333333333333,76.16666666666667,29.897499999999997,29.66416666666666,8.65708333333333,66.20833333333333,117.82608695652173,5.791666666666667
1996-07-26,0.0,60.5,70.75,72.79166666666667,29.927083333333346,29.69666666666667,11.017499999999998,64.45833333333333,181.66666666666666,8.083333333333334
1996-07-27,0.0,57.12,67.44,71.28,30.112799999999996,29.877083333333335,12.129199999999999,61.416666666666664,258.4,10.76
1996-07-28,0.0,52.52,64.68,68.64,30.285999999999994,30.047916666666662,13.323200000000002,57.75,173.6,4.88
1996-07-29,0.0,57.541666666666664,68.375,69.83333333333333,30.24666666666668,30.009166666666673,12.839166666666666,61.791666666666664,31.666666666666668,4.541666666666667
1996-07-30,0.17,61.56521739130435,68.26086956521739,79.30434782608695,30.12782608695652,29.88826086956522,8.860434782608694,64.30434782608695,55.21739130434783,3.0434782608695654
1996-07-31,2.36,63.21875,66.375,89.84375,29.996060606060613,29.76800000000001,6.32875,64.56,110.0,5.0606060606060606
1996-08-01,0.42,61.55555555555556,65.44444444444444,88.18518518518519,29.93592592592593,29.706250000000008,5.892222222222222,63.166666666666664,79.16666666666667,3.8518518518518516
1996-08-02,0.0,60.65384615384615,65.88461538461539,84.3076923076923,30.020769230769215,29.787500000000012,9.291923076923077,62.708333333333336,151.15384615384616,5.384615384615385
1996-08-03,0.0,60.25,70.58333333333333,73.41666666666667,30.13333333333333,29.893333333333327,11.803749999999999,64.16666666666667,104.16666666666667,2.875
1996-08-04,0.0,62.208333333333336,72.58333333333333,73.20833333333333,30.210000000000008,29.970000000000002,13.253333333333336,65.95833333333333,120.83333333333333,3.0833333333333335
1996-08-05,0.0,64.29166666666667,74.875,72.54166666666667,30.23875000000001,30.00041666666667,10.68625,67.91666666666667,110.0,3.5833333333333335
1996-08-06,0.0,65.48,75.88,74.0,30.22840000000002,29.98750000000001,8.083913043478262,69.29166666666667,89.2,2.76
1996-08-07,0.0,68.08333333333333,78.5,72.04166666666667,30.14375,29.90458333333334,5.343750000000001,71.5,98.0952380952381,3.9583333333333335
1996-08-08,0.14,68.91666666666667,77.375,76.29166666666667,29.997916666666672,29.765416666666667,6.254166666666666,71.91666666666667,205.83333333333334,8.833333333333334
1996-08-09,0,62.458333333333336,73.5,71.58333333333333,29.961249999999996,29.730416666666667,9.733333333333333,66.70833333333333,239.56521739130434,9.0
1996-08-10,0.0,52.0,63.875,67.58333333333333,30.114166666666666,29.875416666666663,13.874583333333334,57.333333333333336,238.33333333333334,8.75
1996-08-11,0.0,47.458333333333336,60.958333333333336,65.75,30.223333333333347,29.984583333333344,13.874583333333334,53.708333333333336,70.41666666666667,3.0
1996-08-12,0.0,55.083333333333336,66.20833333333333,70.58333333333333,30.117916666666655,29.878749999999986,13.667500000000004,59.541666666666664,114.58333333333333,4.958333333333333
1996-08-13,0,61.4,68.48,79.44,30.0148,29.781249999999996,9.502799999999999,64.20833333333333,166.66666666666666,6.56
1996-08-14,0.0,55.92,65.28,75.32,30.12119999999999,29.883749999999992,10.8552,60.083333333333336,46.0,2.72
1996-08-15,0.85,61.925925925925924,69.51851851851852,79.33333333333333,30.03777777777779,29.812500000000004,10.25,64.20833333333333,68.33333333333333,5.384615384615385
1996-08-16,0.0,63.166666666666664,70.625,77.45833333333333,30.011666666666656,29.779166666666665,9.360833333333332,65.91666666666667,163.1818181818182,7.333333333333333
1996-08-17,0.0,59.333333333333336,69.125,73.58333333333333,30.11833333333333,29.878333333333327,12.839166666666666,63.166666666666664,184.16666666666666,6.25
1996-08-18,0.0,61.0,68.95833333333333,77.08333333333333,30.1975,29.958333333333332,12.839166666666666,64.08333333333333,205.83333333333334,7.333333333333333
1996-08-19,0.0,54.96296296296296,64.85185185185185,75.07407407407408,30.357037037037045,30.11708333333334,9.868888888888888,59.75,22.22222222222222,3.2222222222222223
1996-08-20,0.09,61.708333333333336,70.875,75.54166666666667,30.202916666666678,29.965000000000003,9.552173913043479,64.91666666666667,106.66666666666667,4.333333333333333
1996-08-21,0.01,67.0,75.12,78.08,30.123199999999994,29.88249999999999,7.238799999999999,69.83333333333333,228.8,8.36
1996-08-22,0.0,62.833333333333336,72.33333333333333,74.20833333333333,30.13791666666667,29.89833333333334,9.608749999999999,66.16666666666667,102.5,3.7916666666666665
1996-08-23,0.24,67.83333333333333,74.08333333333333,81.25,30.021666666666658,29.78458333333333,7.208333333333333,70.0,158.33333333333334,5.125
1996-08-24,0.0,56.0,69.04166666666667,68.125,30.081249999999986,29.842916666666664,12.424999999999999,61.458333333333336,145.41666666666666,4.875
1996-08-25,0.0,60.25,72.875,67.375,29.928333333333338,29.696250000000003,12.424999999999999,65.08333333333333,219.58333333333334,10.208333333333334
1996-08-26,0.27,58.03703703703704,61.48148148148148,89.66666666666667,30.04222222222222,29.802916666666675,9.481851851851852,59.875,42.69230769230769,3.6666666666666665
1996-08-27,0.0,54.69230769230769,60.11538461538461,83.61538461538461,30.154999999999987,29.91916666666667,7.686153846153845,57.125,35.2,5.653846153846154
1996-08-28,0.0,56.458333333333336,64.75,76.875,30.155833333333334,29.91416666666667,11.1825,59.75,90.41666666666667,3.9166666666666665
1996-08-29,0.0,56.0,65.53846153846153,74.11538461538461,30.063461538461528,29.83083333333333,9.703199999999999,60.0,238.63636363636363,8.461538461538462
1996-08-30,0.0,50.166666666666664,61.583333333333336,68.5,30.155200000000008,29.912500000000005,13.124400000000001,55.25,157.2,6.04
1996-08-31,0.0,55.125,66.70833333333333,69.5,30.108333333333345,29.867916666666673,12.424999999999999,59.875,210.0,7.791666666666667
1996-09-01,0.0,59.208333333333336,68.08333333333333,75.83333333333333,30.09791666666665,29.859583333333344,12.424999999999999,62.583333333333336,131.25,3.375
1996-09-02,0.0,62.17391304347826,69.1304347826087,81.3913043478261,30.045217391304337,29.8086956521739,8.039130434782608,64.6086956521739,85.65217391304348,2.260869565217391
1996-09-03,0.0,64.16,70.48,82.76,30.072692307692293,29.83279999999999,4.819230769230768,66.4,63.75,2.5384615384615383
1996-09-04,0.0,63.92307692307692,71.73076923076923,78.65384615384616,30.04923076923076,29.811666666666667,5.052307692307691,67.20833333333333,25.384615384615383,0.6923076923076923
1996-09-05,0.0,64.1304347826087,72.78260869565217,77.30434782608695,30.141249999999996,29.901739130434773,5.305833333333333,67.17391304347827,109.16666666666667,3.8333333333333335
1996-09-06,0.0,60.18518518518518,69.85185185185185,75.0,30.165357142857143,29.9216,5.720714285714285,64.2,22.962962962962962,4.321428571428571
1996-09-07,0.19,58.68,69.08,71.84,29.981199999999994,29.750416666666663,12.287599999999998,62.791666666666664,54.8,8.88
1996-09-08,0.62,64.21428571428571,66.28571428571429,93.42857142857143,29.75035714285716,29.52250000000001,4.796071428571428,64.91666666666667,109.23076923076923,6.964285714285714
1996-09-09,0.01,64.44,68.08,89.36,29.833199999999998,29.604583333333327,7.078799999999998,65.79166666666667,217.08333333333334,8.24
1996-09-10,0.01,62.208333333333336,66.54166666666667,86.75,29.960000000000004,29.729583333333334,10.31333333333333,63.958333333333336,167.08333333333334,5.666666666666667
1996-09-11,0.0,59.75,66.08333333333333,82.58333333333333,29.98041666666667,29.748333333333346,9.334782608695651,62.125,107.5,3.0833333333333335
1996-09-12,1.1,62.857142857142854,65.25,92.0,29.87250000000001,29.63708333333334,5.3482142857142865,63.791666666666664,38.69565217391305,2.642857142857143
1996-09-13,0.36,56.333333333333336,62.583333333333336,82.41666666666667,29.762916666666673,29.532083333333333,10.851249999999999,59.083333333333336,40.416666666666664,7.875
1996-09-14,0.08,55.24,59.44,86.76,29.743599999999997,29.512083333333322,11.333999999999998,57.083333333333336,79.2,6.24
1996-09-15,0.13,55.15384615384615,58.30769230769231,90.76923076923077,29.864615384615377,29.63458333333334,7.093846153846154,56.708333333333336,59.23076923076923,5.846153846153846
1996-09-16,0.66,55.15384615384615,56.19230769230769,96.76923076923077,29.978461538461538,29.745833333333323,3.8638461538461533,55.708333333333336,50.38461538461539,8.846153846153847
1996-09-17,0.0,54.125,59.541666666666664,83.45833333333333,30.002916666666675,29.769166666666667,6.296666666666664,56.541666666666664,46.666666666666664,10.083333333333334
1996-09-18,0.0,50.416666666666664,61.208333333333336,70.04166666666667,29.904166666666665,29.672916666666666,11.803749999999999,55.166666666666664,162.08333333333334,7.75
1996-09-19,0,46.041666666666664,61.708333333333336,58.041666666666664,29.935416666666658,29.70541666666668,12.632083333333332,53.416666666666664,265.4166666666667,8.416666666666666
1996-09-20,0.0,50.5,60.291666666666664,73.20833333333333,29.940416666666675,29.710416666666674,12.632083333333332,54.875,187.82608695652175,7.041666666666667
1996-09-21,0.0,52.791666666666664,62.166666666666664,74.0,29.905000000000005,29.67458333333333,12.424999999999999,56.708333333333336,198.75,6.666666666666667
1996-09-22,0.0,43.083333333333336,53.916666666666664,68.29166666666667,29.78833333333333,29.557083333333328,12.533043478260868,48.625,47.083333333333336,8.5
1996-09-23,0.0,39.333333333333336,49.458333333333336,70.125,29.958749999999995,29.72541666666665,12.424999999999999,44.708333333333336,55.0,7.875
1996-09-24,0.3,43.458333333333336,47.416666666666664,87.54166666666667,29.96374999999999,29.733333333333345,10.55619047619048,45.416666666666664,27.391304347826086,1.5833333333333333
1996-09-25,0.04,45.083333333333336,49.458333333333336,86.33333333333333,30.08541666666666,28.97391304347826,12.967272727272727,47.34782608695652,124.58333333333333,4.208333333333333
1996-09-26,0.0,42.083333333333336,50.125,77.125,30.355833333333333,30.11708333333333,11.845833333333331,46.166666666666664,31.666666666666668,0.75
1996-09-27,0.41,51.833333333333336,57.541666666666664,82.20833333333333,30.21260869565217,29.97916666666667,8.739166666666668,54.625,86.25,5.5
1996-09-28,0.61,59.32,62.36,89.44,29.861538461538448,29.633333333333326,4.8511999999999995,60.375,190.3846153846154,9.884615384615385
1996-09-29,0.03,49.65384615384615,57.88461538461539,75.88461538461539,29.97481481481482,29.74291666666667,12.238461538461538,53.291666666666664,213.33333333333334,9.481481481481481
1996-09-30,0.0,41.25,50.5,72.91666666666667,30.327916666666667,30.088749999999994,13.460416666666669,46.333333333333336,185.41666666666666,8.416666666666666
1996-10-01,0,50.791666666666664,62.541666666666664,67.58333333333333,30.305000000000007,30.06833333333334,13.667500000000004,55.916666666666664,104.16666666666667,4.583333333333333
