AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4
0.001891936321536673,0.8847303817108597,1.01270327737285,-0.0005984735759836084,1.2765347627025785,0.002057891139886957,-0.003934149171454926,1.5559753151165876,0.005986499664590145,0.6169951099646171,0.30266772623319793,0.8728159499001096,0.01946059149157046,-0.005801100184005066
5.087633715560059e-05,0.6427940010354276,0.8486808901118751,-0.0012139297892524773,1.3401784594512542,0.004097326278171777,-0.003036162266023857,1.6561461989075887,0.0061999817550106905,0.631483525252031,0.08702176333032725,0.7253920039206141,0.01452178279751281,-0.006891022485294407
-0.0023428605236280155,0.6578412637359787,0.6955364505105864,-0.0014779416467549835,1.2287243758767494,0.003626452198267952,-0.003934149171454926,1.305303786410388,0.004052603080781377,0.4712586973677495,0.010765785633332626,0.44387500069381663,0.008827714003314767,-0.008369552180915231
-0.00491962673958442,0.7333726216053778,0.5752391469797672,-0.0010373504300136716,1.1970577560310562,0.0012751394226443718,-0.0050303929261370115,0.7790401676645203,-0.002598829108985437,0.13632062631179867,-0.17962657426599898,0.17568888619923625,0.0008530558871224903,-0.010004435632849105
-0.006208009847562622,0.6728885264365164,0.5315140632495922,-0.0008624854334861146,1.2607014527797318,0.00017745244416720202,-0.004631935533034525,0.7790401676645203,-0.0028164971227472697,0.09257129387531406,-0.21775456311449629,0.17568888619923625,-0.0006648688239448221,-0.009615828238517622
-0.005102656094756882,0.5823099058665796,0.6080862830502364,-0.000949917931749971,1.1492473692052272,-0.0006083568969712076,-0.0038350207468293737,1.2305421024102496,0.0019094103298937335,0.2527961217595955,0.023392587135113413,0.37669777708260416,0.005784460070394287,-0.008292134301575708
-0.0041803316971236034,0.47638897822940796,0.6846585028508807,-0.0012139297892524773,0.9899828988048934,-0.001079230976875033,-0.004033277596080478,1.2305421024102496,-2.4486253915034427e-05,0.20904678932311088,0.08702176333032725,0.4838676668903967,0.006169494631250674,-0.008369552180915231
-0.0038142729867786797,0.5368730733982694,0.6626893144401172,-0.0013887947857800342,1.053626595553569,-0.0002934216357366233,-0.004631935533034525,0.9798705737040057,-0.0021718649281443473,0.13632062631179867,0.010765785633332626,0.4302827219865004,0.0035112752591865823,-0.008369552180915231
-0.0023428605236280155,0.7637621913731504,0.6955364505105864,-0.000685906074247309,1.1809139890509204,0.0006452689001754811,-0.004134349715306396,1.3307129862012508,0.0019094103298937335,0.20904678932311088,0.08702176333032725,0.44387500069381663,0.008065049392387846,-0.0076697552715915135
-0.00031518237318899653,0.8392935492425494,0.7283835865810557,-7.044986097859605e-05,1.2128910659539027,0.0006452689001754811,-0.003436563353726798,1.5559753151165876,0.002767524614917201,0.22381929118476793,0.22665933287938075,0.6448838915772083,0.01224119347551925,-0.007045858243973317
0.0015222888003062645,0.9452144768797077,0.7066276912616442,-0.00024702922021724576,1.2765347627025785,0.0004893300815059621,-0.003934149171454926,1.2803832250770086,-0.000669118448517957,0.22381929118476793,0.3662969024284118,0.7923078375567038,0.013759118186586563,-0.006189707578336549
0.0015222888003062645,1.0664777115841009,0.6955364505105864,-0.00033446171848110223,1.2607014527797318,0.0004893300815059621,-0.004134349715306396,1.305303786410388,0.0029810067053377457,0.427793451505534,0.40442489127690906,0.6984688364811046,0.014899412847583343,-0.006189707578336549
-0.00031518237318899653,0.8847303817108597,0.6409334191207057,-0.0005110410777197519,1.0694599054764158,-0.0006083568969712076,-0.00333549123450088,1.3805541088680096,0.0038391209903608325,0.427793451505534,0.2519129358829198,0.41695183325430707,0.010723268764451939,-0.007513401515278463
-0.003631243631606218,0.5973571685671173,0.5861170946394729,-0.002004250999048903,0.9899828988048934,-0.001547047432883312,-0.003436563353726798,0.854290490122142,-0.004532725692794204,0.1945583740356971,0.1504033551823636,0.22927383110310873,0.0065471246813212074,-0.008292134301575708
-0.00436694986318155,0.6124044312676684,0.5423920109092979,-0.0030602984290589276,1.1970577560310562,-0.0004493604544061424,-0.003436563353726798,0.7790401676645203,-0.0030299792131678145,0.29654545419608014,0.3662969024284118,0.3231128321787079,0.014144152747442277,-0.006812086608320743
-0.0027089192339729393,0.6728885264365164,0.4658197911086536,-0.003324310286561434,1.3563222264313899,0.0011161429800793064,-0.0027387769921473765,1.7064759600318753,0.008560842519660548,0.7189821901250002,0.5948172511762407,0.5912989466733121,0.021733776302778167,-0.005801100184005066
-0.003997302341951141,0.4914362409299591,0.26895026777720943,-0.005609555780398103,1.165080679128074,0.0006452689001754811,-0.003436563353726798,2.1824098176534563,0.008991992623842926,0.7482431072740711,0.49330767047568447,0.5777066679659958,0.01680237211950637,-0.007124794120946981
-0.006391039202735084,0.3551257435250148,0.11580582817592086,-0.007191912562702204,1.00581620872774,-0.0007642957156404486,-0.0051295213507625646,1.6312256375742094,0.0021228924203142785,0.4567702820803357,0.3407957150816952,0.3900286658147975,0.013003858086445497,-0.00743598363593894
-0.003997302341951141,0.5519203360988071,0.24719437245779788,-0.005345543922895597,1.1334140592823805,-0.0012351697955442738,-0.005329721894614035,1.3307129862012508,0.004270271094543591,0.5587573622407187,0.4425528801254064,0.5107908343299062,0.01946059149157046,-0.005801100184005066
-0.00031518237318899653,0.7487149286725993,0.4440638957892615,-0.004553508350388079,1.1970577560310562,-0.0002934216357366233,-0.004134349715306396,1.5813845149074948,0.007275764053795991,0.7189821901250002,0.5314356593241818,0.6315530028450149,0.018697926880644214,-0.005489910669012969
-0.0010544774156501398,0.6882308335037512,0.40033881205908645,-0.00569698827866196,1.1014369823793981,-0.0002934216357366233,-0.003436563353726798,1.681555398698496,0.0034079708861784546,0.6169951099646171,0.5185612734792461,0.4974599455977129,0.01338148813651603,-0.006268643455310213
-0.0032615961103758095,0.7183253589048401,0.2909194561879729,-0.005432976421159454,1.1492473692052272,-0.0004493604544061424,-0.003436563353726798,1.4059633086588723,0.0019094103298937335,0.646256027113688,0.6455720415264963,0.45720588942601,0.018320296830573683,-0.005878518063344589
-0.00436694986318155,0.7487149286725993,0.38924757130802873,-0.0052581114246317414,1.2287243758767494,1.8456001602136746e-05,-0.0032363628098753274,1.4308838699922517,0.006413463845431235,0.7919924397105557,0.7089536333785551,0.5107908343299062,0.023251701013845476,-0.006189707578336549
